Id,Hazard
6,0.0007382977924175634
7,0.040387168775593146
8,0.09314609504517515
9,0.0026470424877353856
10,0.000873916217120487
11,0.003224676103708827
13,0.014908742836654595
14,0.001212561133531335
16,0.001195652631360949
17,0.0009542906036081318
18,0.017969381760473916
20,0.0019647298800196567
27,0.17917421957387084
28,0.007382774616048451
29,0.0005664432295610115
30,0.002135087197199206
34,0.0013440079387716623
35,0.005462243678714667
36,0.0032606654423696538
37,0.0018017340988198177
38,0.001781922065114085
40,0.00136826858440203
42,0.006546745272920378
46,0.002536339612758673
47,0.0034042306870530727
48,0.015551455190160003
49,0.09502738641608835
51,0.00995265584992203
52,0.01670232556920396
53,0.00010921855635593323
54,0.0007881397984323294
55,0.00026191397155340924
56,0.03910503204885668
57,0.00048012811851557097
60,0.015980812902817648
61,0.00029275580933291363
64,0.028906480001121525
65,0.006015987523105974
66,0.013062570079449458
68,0.020395575098021715
70,0.0015042998686274666
71,0.0002827054090215814
75,0.00022656301120318076
76,0.0020733918140182694
78,0.05484539421059222
80,0.001437696559346012
81,0.014171711658150708
82,0.009444848898052242
83,0.00621271484774526
85,0.00022600586240690038
86,0.00045148233887669674
87,0.0020961355901367015
89,0.0016449336829839662
90,0.004727739112664022
91,0.007939734634505646
92,0.006251989727819148
95,0.0016304972752777544
97,0.015711650725161782
99,0.0009567276847793928
101,0.0032820996586257
102,0.007209446577850904
103,0.0011352975016129536
104,0.005349977420230746
107,0.010332704405492086
108,0.0013396433108421567
111,0.0006622005279897998
112,0.05778332698742597
115,0.024192273658261192
119,0.001006798132159889
121,0.0029295094864545492
124,0.0010192067878278608
128,0.019552667999168653
130,0.032413330131895825
131,0.027158335881252327
133,0.032584059958032305
134,0.01069211751317972
137,0.0025809476961685474
138,0.004758275114912429
142,0.0232710748804955
143,0.009906399257432665
144,0.20742086068301774
145,0.013109173367598625
147,0.0024553014031090765
148,0.02139653945718119
152,0.0005400587551203928
154,1.224138854971338
158,0.0006421475086029061
159,0.0031757175756171566
160,0.019289184607110845
161,0.012432514476186981
164,0.00010266858518095485
165,0.0011074028245292619
166,0.0002460293835899456
167,0.0009863636197396416
169,0.003422055540027865
170,0.01870950383167733
171,0.019173397545469588
175,0.0007123833157910474
177,0.008330450905032129
178,0.015306705193640855
180,0.1479959208238259
182,0.0024293114018316413
184,0.02182939639066387
185,0.05530566041796964
186,0.0016155423822759322
190,0.004913284101614679
191,0.0017637374599831209
192,0.0003979688906438058
195,0.02647034282376058
196,0.02393363937844711
197,0.0039674533351868
198,0.0036823974761045954
199,0.05280848730365187
200,0.0017399055008312685
204,0.00065501966132544
205,0.0068075341202158066
207,0.00017333744305237522
208,0.0017458967428911015
209,0.1791986855900495
211,0.05613632733742836
216,0.08814001672628136
217,0.00012730124944459448
220,0.00464780742138385
223,0.03052231128908765
224,0.014138451668409598
230,0.0016610153673942791
232,0.00336332248554598
235,0.0017917044370475465
236,0.021230135665908003
238,0.002062027664153382
240,0.0006471076423920911
242,0.004871829066575986
244,0.0013970519813703234
245,0.0018954352453551483
248,0.004975211885591832
251,0.0043526020362488005
256,0.003198139071262443
258,0.057124235546707584
259,0.013345536245192344
261,0.01422778762095923
267,0.008456418691089857
268,0.0022721854622495038
270,0.013531055424064756
272,0.07387599840350897
273,0.0006699701047131716
275,5.192858404688124e-05
276,0.0008751320677601285
277,0.014811738994494238
279,0.0017917859757408457
283,0.00468082998369483
284,0.005560235643148242
286,0.0009938327205791797
287,0.004338147506332983
288,0.00031614247104649873
289,0.049502418772752715
292,0.004574801859058432
293,0.012057189159602216
295,0.009033655739427118
297,0.0014703095898510425
301,0.010482929562063327
303,0.0007580847688213757
304,0.0010629742475283053
305,0.0004257836027939771
308,0.002574839429134755
309,0.004443977870522533
313,0.002184020825648139
314,0.014210192007387516
315,0.0030162133292694973
316,0.0013849997263451872
318,0.00856461474475904
320,0.021433261512139676
324,0.006556695326804548
325,0.0008240850244060502
326,0.00045564766069290766
327,0.0029650332272601687
328,0.052926639656418126
332,0.003518348006008729
333,0.09354040639276016
336,0.0022626311361173025
339,0.0036665757529970346
340,0.014541748340101513
342,0.0054728257424281725
344,0.04625689225913613
345,0.0020176235930516383
346,0.0026071460877603795
349,0.010322263622004632
353,0.008314256349645766
355,0.004219629997963975
360,0.0006147387342971872
363,0.0023263241417740724
366,0.0019044188677021928
367,0.0011455864529570092
369,0.006457849974535087
371,0.044488736515596754
372,0.0007225077780316302
374,0.0004063575924130333
375,0.0005791779114654018
378,0.0018753566119041891
379,7.005113574090796e-05
381,0.008592924182760187
382,0.0009904098580067141
384,0.0013672794252078634
385,0.0004272331262707331
387,0.005935123461432756
388,0.0008724414052784642
389,0.017393356827087456
390,0.010278878280506741
393,0.006361159398234539
394,0.03872844930091446
395,0.002914974140545801
397,0.00026121137543165334
398,0.018003591791292396
399,0.006374136822139727
403,0.0026427293029129472
404,0.00030743922889203256
406,0.0005918984906503955
407,0.0009661938109765672
410,0.00012766461902698187
411,0.002574735395628174
412,9.25244545923226e-05
413,0.018678244003282066
417,0.011162846238165918
419,0.001729936078316332
422,0.01475069709661599
425,0.0007402967022565992
426,0.005408531914240897
427,0.025747360152416424
432,0.0014834548310584579
434,0.0020531548311080836
437,0.0005875937619351602
438,0.001122410335326915
440,0.02479826634617363
441,0.016426420134617908
443,0.0001644129138464298
445,0.011184574685222682
447,0.0005784559066020694
449,0.001454982775124251
450,0.0039535740197262715
451,0.0019443813264514913
453,0.013188043554934737
455,0.0001794929429410228
456,0.007916936829236186
459,0.009423454516046714
461,0.0011145735698977605
463,0.002564360445891283
466,0.009450067773942465
467,0.0011704341063154462
469,0.0018916558968164955
470,0.005282745504478139
472,0.0060628008682934945
477,0.005736459364297944
481,0.0003753009556870168
485,0.006674118970743344
492,0.0018174731751405657
494,0.003418464125534054
497,0.0022570214449534236
503,0.0015528079088343364
