0,1,2
2.720933675765991,0.6529452204704285,0.16505785286426544
3.1253976821899414,0.8145778179168701,0.18950991332530975
3.616333246231079,0.9223101139068604,0.26116877794265747
5.987687587738037,1.460110068321228,0.3485356569290161
5.29465913772583,1.2835733890533447,0.2985926568508148
3.902789354324341,0.9530382752418518,0.22792673110961914
3.2432596683502197,0.8482313752174377,0.20909273624420166
2.754564046859741,0.7011560797691345,0.170464888215065
3.1967411041259766,0.9163111448287964,0.21893581748008728
2.1001906394958496,0.49729716777801514,0.1359613537788391
2.894472122192383,0.7494865655899048,0.17630189657211304
6.076471328735352,1.5469015836715698,0.3563931882381439
5.382822036743164,1.3869645595550537,0.32382455468177795
3.7792654037475586,0.9077687859535217,0.23889367282390594
5.309121608734131,1.209726333618164,0.30225443840026855
3.58203125,0.9358757138252258,0.22558316588401794
2.625821113586426,0.6248363852500916,0.14963027834892273
4.200194358825684,1.0588730573654175,0.25273850560188293
3.06294322013855,0.8194931149482727,0.19047105312347412
2.0170841217041016,0.4157489538192749,0.09164253622293472
2.9408137798309326,0.760698676109314,0.19369228184223175
3.189771890640259,0.7707079648971558,0.18260204792022705
6.3368096351623535,1.3951916694641113,0.3379896283149719
4.86442756652832,1.146007776260376,0.30061113834381104
3.3989877700805664,0.9160870313644409,0.210151806473732
4.026815891265869,1.0848166942596436,0.2546180188655853
4.75640344619751,1.2234646081924438,0.2743774354457855
4.730615139007568,1.1499338150024414,0.2913437485694885
2.414065361022949,0.5924353003501892,0.15013524889945984
4.769015312194824,1.2079542875289917,0.2888149321079254
2.793464422225952,0.6901790499687195,0.1808931827545166
3.3962979316711426,0.8449807167053223,0.21161192655563354
4.399426460266113,1.0841090679168701,0.2480086237192154
5.349717140197754,1.2667505741119385,0.3245677351951599
3.5164334774017334,0.9353505969047546,0.21669702231884003
2.755678415298462,0.7488440871238708,0.17255914211273193
1.7798919677734375,0.35014307498931885,0.0793374627828598
2.183335304260254,0.4893482029438019,0.13015203177928925
3.426297426223755,0.9505642056465149,0.2328251749277115
3.3035924434661865,0.8220522403717041,0.20244625210762024
1.7705297470092773,0.32484930753707886,0.076897531747818
3.5793559551239014,0.9613387584686279,0.23657386004924774
6.22095251083374,1.541073203086853,0.354714572429657
4.140758037567139,1.075569987297058,0.26379692554473877
3.207641124725342,0.8043924570083618,0.1969098448753357
2.867687463760376,0.6885660290718079,0.16183815896511078
4.611303329467773,1.1519110202789307,0.2859714925289154
2.311854839324951,0.6167504787445068,0.16068671643733978
2.0832114219665527,0.5174733400344849,0.12468753010034561
2.9297094345092773,0.7376194000244141,0.1935555338859558
5.006577014923096,1.2974340915679932,0.3077537715435028
