Id,Hazard
6,1.170869713028272
7,2.788865226507187
8,2.9103614668051403
9,1.5165192057689032
10,1.0944984962542852
11,1.7110355307658514
13,2.2029565552870434
14,1.0883530646562578
16,1.2802573670943578
17,1.1969970176617304
18,2.338205311695735
20,1.488751005132993
27,3.9423766096433
28,1.9140136500199632
29,1.1007117450237276
30,1.4245407501856489
34,1.3055233319600423
35,1.834310126304626
36,1.6159533858299255
37,1.3005107810099918
38,1.420895360906919
40,1.2354273706674577
42,1.7524904340505598
46,1.5519406557083129
47,1.5785803039868673
48,2.222056996822358
49,3.13764463464419
51,2.024119164546331
52,2.1960976223150888
53,0.6883556018273035
54,1.1872641563415527
55,0.9477404927213987
56,2.5373908162117007
57,1.1024702578783034
60,2.0915303170681
61,0.963703295091788
64,2.3768050968647008
65,1.7792623678843185
66,2.1829837580521905
68,2.316476611296336
70,1.3786036938428878
71,1.0254790206750237
75,0.9066737269361814
76,1.4504778464635215
78,2.7576178908348083
80,1.2732792745033898
81,2.153940931955973
82,2.0848462621370953
83,1.7943760871887207
85,1.010839580496152
86,1.0893432219823203
87,1.4801260193188985
89,1.4677702526251475
90,1.69880650639534
91,1.7613842417796455
92,1.6560559044281644
95,1.3717084189256032
97,1.971131505568822
99,1.258517480889956
101,1.5889962563912075
102,1.8060175200303394
103,1.3070937703053158
104,1.902418311436971
107,1.9262774308522541
108,1.3339333981275558
111,1.116322897871335
112,2.7217813948790233
115,2.4579708596070606
119,1.2387285063664117
121,1.6457410871982574
124,1.3369686444600424
128,2.382175115744273
130,2.3507680098215737
131,2.4206741491953534
133,2.3628107766310373
134,2.0854776243368787
137,1.6146571666002272
138,1.782223951816559
142,2.39649876554807
143,2.027115335067113
144,3.5480526626110076
145,2.2075366457303365
147,1.5321321278810498
148,2.157299204667409
152,1.063420989116033
154,6.421427474419276
158,1.1328813781340916
159,1.5536443769931791
160,2.1476509014765424
161,2.047688456376394
164,0.7533530230323474
165,1.191948718825976
166,1.0426805516084037
167,1.312614278992017
169,1.6104647626479467
170,2.1731899082660675
171,2.2933496415615084
175,1.1364197701215744
177,1.9915785829226174
178,1.9104508846998212
180,3.0125980953375504
182,1.6268343826134997
184,2.6568873127301535
185,2.850833320617676
186,1.4300374289353688
190,1.7236236641804379
191,1.344188622633616
192,1.071003336707751
195,2.6618868966897327
196,2.177265085776647
197,1.6087493956089018
198,1.8098213732242583
199,2.7727193097273513
200,1.5347256839275358
204,1.2760863969723384
205,1.831751676400503
207,0.7717398549119632
208,1.1255657583475114
209,3.123039432366689
211,2.7634450078010566
216,2.85233757297198
217,0.7923518414298694
220,1.7655109604199728
223,2.4456299066543576
224,2.120537539323171
230,1.4572558760643004
232,1.471460066239039
235,1.5380446275075277
236,2.1748169004917144
238,1.5214046408732733
240,1.144446078936259
242,1.5882604002952574
244,1.326113031307856
245,1.4665847788254422
248,1.5969095488389333
251,1.6734325130780539
256,1.7774014343818028
258,2.858614269892375
259,2.324501387278239
261,2.1609983682632445
267,1.8600643356641136
268,1.3593603481849035
270,2.0722592413425445
272,2.7823374609152474
273,1.1669140686591468
275,0.754972138007482
276,1.0983886182308198
277,2.1604048490524295
279,1.4353980213403699
283,1.6551211704810458
284,1.7180389891068142
286,1.3348383466402691
287,1.8699748078982037
288,1.0369915843009951
289,2.6838089724381757
292,1.7499557743469871
293,1.990276575088501
295,1.9111027201016741
297,1.3375652422507602
301,2.0165249566237136
303,1.1840256333351136
304,1.3203554064035414
305,1.0081828941901525
308,1.5046481480201084
309,1.6912997086842854
313,1.5268942366043727
314,2.1140064915021264
315,1.5783489892880123
316,1.265258304278056
318,1.889174715677897
320,2.3081757764021558
324,1.7831993887821838
325,1.2294439584016799
326,1.0819891413052878
327,1.524430681268374
328,2.6368161380290984
332,1.632887257138888
333,3.018839037418365
336,1.5007875740528105
339,1.6094878862301505
340,2.124334905544917
342,1.6364490936199827
344,2.340785251061122
345,1.5662482817967733
346,1.6294867386420568
349,2.0002125481764477
353,1.9094776888688412
355,1.6608294328053794
360,1.2170048773288726
363,1.5367160658041634
366,1.47040499150753
367,1.3630473732948303
369,1.919951339562734
371,2.6451028029123944
372,1.2620779673258464
374,1.0618608186642329
375,1.1443126330773037
378,1.4685934056838352
379,0.718250544865926
381,1.9367145975430808
382,1.213989116748174
384,1.3969120681285858
385,1.0543097992738089
387,1.5723975708087286
388,1.1859643876552581
389,2.246685496966044
390,1.9785300592581434
393,1.758823350071907
394,2.7148829718430836
395,1.6126340011755627
397,0.9361976385116576
398,2.1426019628842674
399,1.928870815038681
403,1.5314383854468663
404,1.1220661093791324
406,1.089233315984408
407,1.2838832477728526
410,1.0062304640809692
411,1.491722180445989
412,0.687038940936327
413,2.2213470697402955
417,2.1416894654432936
419,1.4082952469587326
422,2.036958654721578
425,1.252986730138461
426,1.7749529014031094
427,2.3937539676825206
432,1.5562094648679097
434,1.4478448688983916
437,1.1748373885949452
438,1.3822045306364696
440,2.439390774567922
441,2.1897476772467295
443,0.829878109196822
445,2.050747952858607
447,1.1551184356212616
449,1.3729203114906945
450,1.6378420879443487
451,1.3989631444215773
453,2.017678131659826
455,0.8745103672146798
456,1.8441507200400036
459,1.8126607656478881
461,1.272997286915779
463,1.5105025261640546
466,1.829900709788004
467,1.420759944121043
469,1.4583089341719946
470,1.5750142117341361
472,1.715596670905749
477,1.8153189122676847
481,1.0473683158556621
485,1.8595546692609786
492,1.3801940103371937
494,1.4579694757858912
497,1.4970033456881842
503,1.3763126919666926
504,1.9884883860747022
507,2.153196861346563
509,1.400940695405006
511,2.196235950787862
512,1.5007747232913973
513,1.422518026828766
516,2.8321719467639928
517,0.9976576526959735
518,1.2962290406227113
522,1.792396487792333
525,1.164240617553393
526,1.2953911811113357
527,3.24356490969658
529,1.3219094673792522
534,2.6976019044717154
538,0.8641581977407137
540,2.3101655979951223
541,0.7215803687771162
542,2.3551283836364743
543,3.373919612169266
544,2.558955490589142
546,1.1093934704860053
547,1.2979844381411871
550,1.418722818295161
554,1.7407882710297902
556,1.10832656621933
558,1.5833849449952444
559,1.090613638361295
560,1.9741789917151131
564,1.840731449921926
565,0.8450999895731609
566,2.060751074552536
567,2.3622641106446585
568,1.4244877417882282
570,1.122240847349167
571,1.6660036126772562
575,1.5965324103832248
576,1.661481515566508
585,0.9563642740249634
586,1.8222421526908874
589,1.162396490573883
590,1.687734300891558
591,1.5331669439872109
593,1.3776794691880545
594,1.3146332303682962
595,1.0370157579580945
596,1.5346785585085554
597,1.6803357869386673
598,1.4737241814533872
599,1.3493087232112888
600,1.9156804641087852
601,1.5618176817893978
609,1.119779614607493
613,2.2583353658517202
619,1.9946678817272183
620,1.8255612502495449
621,2.6094740827878313
622,1.8629413892825444
623,1.0138581509391467
625,2.0863100290298457
626,1.1832445402940115
628,1.0959707250197728
629,1.885637853542964
633,1.8763686368862789
634,1.6216784626245497
635,3.395538445313772
636,1.307102898756663
637,1.7646873613198597
638,1.3157116691271462
639,1.4465899993975955
640,1.7208256314198176
643,1.7174048384030662
645,1.3449047942956287
646,2.371153179804484
647,1.1212516953547798
649,1.5926392416159312
650,1.6945421228806177
654,1.755316327015559
656,0.8487447728713353
657,1.7469366590181987
661,2.1990615546703336
662,1.242237412929535
663,1.7458517789840702
664,1.1228441635767619
667,1.5307758609453836
668,1.6641410917043686
672,1.1765262921651203
673,1.3772263656059902
675,1.7210072457790375
676,1.0134573171536128
677,1.487723649541537
678,1.9414346079031628
679,2.177213774124781
682,1.0389371554056803
684,1.289545609553655
686,1.7562334458033242
687,2.3499581634998328
688,1.330249092976252
689,1.3278115222851434
690,1.312841127316157
691,2.0272762099901835
693,1.5866571883360543
694,1.4119592040777205
695,1.2407781819502512
696,1.4435106595357257
699,2.064075875282288
702,2.3016678154468537
703,1.0941099951664608
704,0.9339347541332245
705,1.0885414789120358
708,1.5707369565963747
709,1.63666146894296
710,1.4823117693265282
711,1.6542054583628973
712,2.1599835097789764
713,2.107979168494542
714,2.09481908082962
724,1.607833817601204
725,1.5284710814555484
727,0.9567467361688612
729,1.4292879124482474
731,2.169690084457398
732,1.406275083621343
735,1.827284906307856
736,1.67633931239446
738,1.6499090929826101
739,1.389849787950516
741,2.067471957206726
744,1.1919941941897074
745,1.7306972712278368
749,1.4205471515655514
750,1.6014410028855008
753,1.3981112102667492
754,1.5073821485042573
756,1.177149655421575
759,1.8975681801637012
763,1.2038912087678908
764,1.209198671579361
765,2.0214227378368377
770,2.2785557826360066
773,1.3736086954673132
774,1.2054285675287246
778,1.0833075831333798
780,1.5421656678120295
781,2.457532227039337
783,2.7879482070604955
784,1.4548096934954327
790,1.537374284863472
791,1.7525834510723752
792,1.4842559188604352
793,1.013414815068245
794,1.7250152031580603
795,1.1979053686062495
796,1.557947743932406
801,2.3477919181187947
802,1.7367691139380135
805,1.4901573677857718
808,1.3744666934013365
809,1.771963854630788
813,1.6020762244860334
814,2.98373074332873
815,0.9465340971946715
816,2.2398945510387422
817,0.9255652556816737
821,1.3327765574057897
822,1.2118017653624218
823,1.5696647276480995
825,1.471832384665807
826,1.502543026208878
830,1.0221187243858973
832,1.6346505999565124
833,1.3222872813542683
835,0.9001415635148685
837,1.0716489245494207
838,1.191309975584348
839,1.03476165831089
841,1.9295124908288324
842,1.2256472398837408
844,2.1151228765646617
853,1.2031265457471212
855,1.8288600961367292
858,1.6518094331026079
859,1.1915032962958019
860,1.3920367101828257
861,1.3525732249021534
862,1.065441280603409
868,1.131924072901408
869,2.7657832245031995
874,2.29053884545962
875,1.399577470620473
877,1.617269203066826
879,1.2761500298976898
885,2.0132562339305875
886,1.604009304443995
887,1.7064233084519704
892,1.9346023619174957
894,1.3507410069306693
896,2.0909090280532836
898,1.0566867907842001
899,1.7389398386081059
900,1.75730457007885
901,1.4149244993925094
903,2.120901829004288
904,2.6953144808610285
906,1.261570644378662
907,1.9873308539390566
908,1.5467144827047983
909,0.964769638578097
915,1.450972290833791
916,2.2631092707316083
917,1.6178476711114251
921,1.228296345472336
922,1.9949790875116984
923,2.507552887996037
924,1.8484205087025958
927,1.959812204043071
929,1.038293900092443
932,1.2033491442600888
934,0.8550432667136194
935,2.7679842472076417
937,1.89351025223732
940,1.2999472190936407
944,2.5479045828183486
946,1.8015422324339552
948,2.093683183193207
950,2.5642223596572875
952,1.472108927369118
953,1.9455444037914278
956,1.2124802370866141
959,1.6206375221411387
960,1.7652282466491063
961,1.313596071799596
962,2.2993086318175
966,1.852414514621099
968,1.9741153438886008
969,1.6013031363487242
971,1.8485536714394888
972,1.819833203156789
978,1.0669816692670187
983,2.1648358702659607
984,2.1771445135275522
985,1.8018905758857728
987,1.3029146015644073
988,1.7159857809543608
989,1.216019402941068
991,1.6349623312552766
992,1.2571408500274022
993,1.3746090958515804
997,1.6003798017899193
999,1.0970805843671163
1003,0.661317790299654
1006,2.044836050271988
1007,2.3207448462645215
1013,1.5323343197504682
1015,1.4009321987628935
1016,1.0244204173485436
1017,1.309515784184138
1018,3.9418704688549044
1019,1.7032308389743172
1020,1.3989748249451324
1021,1.6613111595312755
1023,1.1802568107843399
1025,1.6017292529344556
1027,1.3005220989386241
1028,2.2095868925253552
1029,1.7817447423934938
1032,2.189134289820989
1035,1.0510328809420268
1039,1.0941429992516836
1040,2.2403650204340617
1041,0.7872403070330619
1043,1.084585072596868
1045,1.74652661383152
1046,2.271060585975647
1049,1.971452806393306
1054,1.998431350787481
1056,2.22516360282898
1057,1.5148590991894404
1058,1.7735053857167558
1060,2.8316832462946575
1061,1.3308248192071914
1062,1.6035101850827536
1063,1.96573977470398
1066,1.681714927156766
1071,1.5118816296259563
1072,1.0660314112901688
1076,2.749357318878175
1077,1.3099953879912694
1078,1.2128771166006722
1082,1.7666821817557015
1083,1.2624433209498724
1085,1.895508146286011
1086,1.6311405827601753
1088,1.7725906431674954
1089,2.9616065959135693
1090,2.053145134449005
1093,1.6435976177453995
1094,1.8846193095048267
1095,1.9552841424942018
1096,1.7524006813764572
1097,1.2877203772465389
1098,1.8675615499416987
1103,1.5830718090136848
1104,1.4880414446194965
1109,1.465963226556778
1110,1.364445686340332
1111,2.3291272779305774
1113,1.2503143896659212
1114,0.9224945540229482
1115,1.328416324655215
1117,1.7285344382127128
1118,1.040795526901881
1121,1.7690541674693427
1122,1.1460258016983669
1124,1.7495020747184755
1125,0.9994754989941917
1126,2.066993596156438
1127,1.1848432858784994
1128,2.7607556601365406
1130,1.5803988059361778
1132,1.6916778673728308
1135,1.9584860821564993
1136,1.5257493297259013
1139,2.572727052370707
1140,1.6322322736183803
1141,0.9640369832515717
1147,2.063874093691508
1150,2.9825659831364955
1152,1.764789414405823
1154,2.2702545901139577
1157,0.7677974248925845
1158,1.1552875081698097
1160,2.275734529892604
1162,1.7544630050659178
1163,1.0656447857618332
1164,1.66094593902429
1171,1.440580713748932
1173,1.0968692272901535
1174,1.8379723419745762
1176,1.820733533302943
1178,1.6440947165091833
1182,2.0212856551011398
1185,2.056759667396545
1188,1.1099794417619704
1189,0.932156298061212
1192,2.2589599013328554
